symbol,timestamp,open,high,low,close,volume,trade_count,vwap,ema,label
NVDA,2024-05-28 04:00:00+00:00,1102.44,1149.39,1098.83,1139.01,65272789,1706147,1126.828894,1000.9960380561928,1
NVDA,2024-05-29 04:00:00+00:00,1130.5,1154.92,1109.01,1148.25,55738113,1361445,1139.047596,1027.7694856823396,1
NVDA,2024-05-30 04:00:00+00:00,1146.5,1158.1915,1096.63,1105,48785033,1251362,1132.082287,1041.8113973764596,1
NVDA,2024-05-31 04:00:00+00:00,1125.2,1127.17,1069.4,1096.33,61326250,1294733,1094.799777,1051.7238705807397,0
NVDA,2024-06-03 04:00:00+00:00,1136.21,1150,1120.03,1150,43839176,1187574,1136.84644,1069.5922577478775,0
NVDA,2024-06-04 04:00:00+00:00,1157.16,1166,1140.45,1164.37,40332401,1056061,1153.147904,1086.8245745209908,0
NVDA,2024-06-05 04:00:00+00:00,1183.71,1224.495,1174.68,1224.4,52840178,1410118,1204.27566,1111.838288244447,1
NVDA,2024-06-06 04:00:00+00:00,1240.48,1255.87,1183.2,1209.98,66469619,1912084,1209.840187,1129.6822358363656,1
NVDA,2024-06-07 04:00:00+00:00,1197.7,1216.9171,1180.22,1208.88,41238580,1119491,1200.53606,1144.0818293206628,1
NVDA,2024-06-10 04:00:00+00:00,120.37,195.95,117.01,121.79,314162666,2798766,121.141317,958.2105876259968,1
NVDA,2024-06-11 04:00:00+00:00,121.77,122.87,118.74,120.91,222551158,1805422,120.809809,805.9741171485427,1
NVDA,2024-06-12 04:00:00+00:00,123.06,126.88,122.57,125.2,299595001,2024530,125.255691,682.1970049397167,1
NVDA,2024-06-13 04:00:00+00:00,129.39,129.8,127.16,129.61,260704537,1895034,128.824971,581.7266404052228,1
NVDA,2024-06-14 04:00:00+00:00,129.96,132.84,128.32,131.88,309320376,2139338,131.229466,499.93634214972775,1
NVDA,2024-06-17 04:00:00+00:00,132.99,133.73,129.58,130.98,288504444,2129586,131.68857,432.8533708497772,1
NVDA,2024-06-18 04:00:00+00:00,131.14,136.33,130.69,135.58,294335054,2094327,134.335339,378.80366705890856,2
NVDA,2024-06-20 04:00:00+00:00,139.8,140.76,129.52,130.78,517768425,4054160,134.930597,333.70845486637967,2
NVDA,2024-06-21 04:00:00+00:00,127.12,130.63,124.3,126.57,655484664,3275090,126.998057,296.0469176,2
NVDA,2024-06-24 04:00:00+00:00,123.24,124.46,118.04,118.11,476060866,3695132,120.415972,263.69475077832027,1
NVDA,2024-06-25 04:00:00+00:00,121.2,126.5,119.32,126.09,425787456,2612448,123.691199,238.6757052,1
NVDA,2024-06-26 04:00:00+00:00,126.13,128.12,122.6,126.4,362975918,2344732,124.920025,218.2619406036689,2
NVDA,2024-06-27 04:00:00+00:00,124.1,126.41,122.92,123.99,252571693,1568643,124.276153,201.12158776663816,1
NVDA,2024-06-28 04:00:00+00:00,124.58,127.71,122.75,123.54,315070807,1763471,124.833696,187.0158445363403,1
NVDA,2024-07-01 04:00:00+00:00,123.47,124.84,118.83,124.3,284885534,1916767,122.682568,175.61296371155117,2
NVDA,2024-07-02 04:00:00+00:00,121.13,123.41,121.03,122.67,218373969,1485578,122.253548,165.98697030945092,1
NVDA,2024-07-03 04:00:00+00:00,121.66,128.28,121.36,128.28,215748955,1539314,125.247746,159.13115752591438,2
NVDA,2024-07-05 04:00:00+00:00,127.38,128.85,125.68,125.83,214176689,1599103,127.029429,153.07640161211174,1
NVDA,2024-07-08 04:00:00+00:00,127.49,130.77,127.04,128.2,237677322,1727969,128.659791,148.55341950081868,1
NVDA,2024-07-09 04:00:00+00:00,130.35,133.82,128.65,131.38,287020820,1935856,131.405646,145.4309795915789,1
NVDA,2024-07-10 04:00:00+00:00,134.03,135.1,132.42,134.91,248978569,1721405,134.200559,143.5180742112918,2
NVDA,2024-07-11 04:00:00+00:00,135.75,136.15,127.05,127.4,374782738,3011881,129.970543,140.58751526378418,1
NVDA,2024-07-12 04:00:00+00:00,128.26,131.92,127.22,129.24,252680535,1739258,130.001596,138.52433067036887,1
NVDA,2024-07-15 04:00:00+00:00,130.56,131.39,127.18,128.44,208326164,1685022,128.800668,136.69081600302906,2
NVDA,2024-07-16 04:00:00+00:00,128.44,129.04,124.58,126.36,214769515,1644381,126.268287,134.81248582066013,2
NVDA,2024-07-17 04:00:00+00:00,121.35,121.85,116.72,117.99,390086189,3385334,118.909887,131.75385203508557,1
NVDA,2024-07-18 04:00:00+00:00,121.85,122.4,116.56,121.09,320979530,2406040,119.733566,129.8149698468882,2
NVDA,2024-07-19 04:00:00+00:00,120.35,121.6,117.37,117.93,217223800,1613498,118.992652,127.65406623836309,1
NVDA,2024-07-22 04:00:00+00:00,120.35,124.07,119.86,123.54,258068943,1720699,122.448975,126.90605419502432,1
NVDA,2024-07-23 04:00:00+00:00,122.78,124.69,122.1,122.59,173910983,1308702,123.277787,126.12131706865624,2
NVDA,2024-07-24 04:00:00+00:00,119.17,119.95,113.44,114.25,327776884,2515415,116.337869,123.96289578344602,2
NVDA,2024-07-25 04:00:00+00:00,113.04,116.63,106.3,112.28,460067019,3637632,112.752576,121.83873291372856,1
NVDA,2024-07-26 04:00:00+00:00,116.19,116.2,111.58,113.06,293399073,1840632,113.468474,120.2425997,2
NVDA,2024-07-29 04:00:00+00:00,113.69,116.28,111.3,111.59,248152068,1626151,113.176663,118.66939971910752,2
NVDA,2024-07-30 04:00:00+00:00,111.52,111.99,102.54,103.73,486833274,3512361,105.700274,115.95314522472434,1
NVDA,2024-07-31 04:00:00+00:00,112.9,118.34,110.88,117.02,473174182,2931761,115.463354,116.1471188,1
NVDA,2024-08-01 04:00:00+00:00,117.53,120.16,106.8104,109.21,523462326,3403077,111.924256,114.88582448927826,2
NVDA,2024-08-02 04:00:00+00:00,103.76,108.72,101.37,107.27,482027464,3599286,105.432306,113.5011291275913,2
NVDA,2024-08-05 04:00:00+00:00,92.06,103.41,90.69,100.45,552842375,4742029,99.346923,111.12819655893831,1
NVDA,2024-08-06 04:00:00+00:00,103.84,107.71,100.55,104.25,409012089,2769475,105.030913,109.87761536640409,2
NVDA,2024-08-07 04:00:00+00:00,107.81,108.8,98.69,98.91,411440423,2815244,103.030784,107.88350348160331,1
NVDA,2024-08-08 04:00:00+00:00,102,105.5,97.52,104.97,391910023,2575270,102.926507,107.35377557585728,1
NVDA,2024-08-09 04:00:00+00:00,105.64,106.6,103.43,104.75,290844157,1877403,104.83749,106.88036183479232,1
NVDA,2024-08-12 04:00:00+00:00,106.32,111.07,106.26,109.02,325559870,2097337,109.211944,107.26938695573917,0
NVDA,2024-08-13 04:00:00+00:00,112.44,116.23,111.58,116.14,312646660,2004702,114.641992,108.88222569105928,0
NVDA,2024-08-14 04:00:00+00:00,118.53,118.6,114.07,118.08,339246407,2113443,116.790879,110.55454829268488,0
NVDA,2024-08-15 04:00:00+00:00,118.76,123.24,117.47,122.86,318086673,1922786,121.548426,112.79190314856037,0
NVDA,2024-08-16 04:00:00+00:00,121.94,125,121.18,124.58,302589872,1734119,123.75888,114.93519348518574,0
NVDA,2024-08-19 04:00:00+00:00,124.28,130,123.42,130,318333577,1931131,127.11925,117.67424921515196,1
NVDA,2024-08-20 04:00:00+00:00,128.4,129.88,125.89,127.25,300087415,1880955,127.811302,119.41529481239704,1
NVDA,2024-08-21 04:00:00+00:00,127.315,129.35,126.66,128.5,257883572,1536510,128.136768,121.0670593919612,1
NVDA,2024-08-22 04:00:00+00:00,130.02,130.75,123.1,123.74,376189076,2223729,126.307194,121.5530485934228,0
NVDA,2024-08-23 04:00:00+00:00,125.86,129.6,125.22,129.37,323230332,2023760,128.128926,122.97431248552776,1
NVDA,2024-08-26 04:00:00+00:00,129.57,131.26,124.37,126.46,331964672,2151679,127.222,123.6080738517954,0
NVDA,2024-08-27 04:00:00+00:00,125.05,129.2,123.88,128.3,303134573,1842908,127.648241,124.46115133328716,1
NVDA,2024-08-28 04:00:00+00:00,128.12,128.33,122.64,125.61,448101115,3217206,125.643737,124.67003290905312,1
NVDA,2024-08-29 04:00:00+00:00,121.355,124.43,116.71,117.59,453023305,3447866,120.37046,123.38275419831618,1
NVDA,2024-08-30 04:00:00+00:00,119.53,121.75,117.22,119.37,333751583,1932949,119.129936,122.65316252589504,2
NVDA,2024-09-03 04:00:00+00:00,116.01,116.21,107.29,108,477155100,3649473,110.336942,119.98895115755047,2
NVDA,2024-09-04 04:00:00+00:00,105.41,113.27,104.12,106.21,372470291,2584044,107.368734,117.48368731072313,1
NVDA,2024-09-05 04:00:00+00:00,104.985,109.65,104.76,107.21,306850696,2073881,107.501707,115.61574416331892,2
NVDA,2024-09-06 04:00:00+00:00,108.04,108.15,100.95,102.83,413638098,2872335,103.264653,113.29106340635184,1
NVDA,2024-09-09 04:00:00+00:00,104.88,106.55,103.69,106.47,273912015,1698023,105.425517,112.0508700597424,1
NVDA,2024-09-10 04:00:00+00:00,107.81,109.4,104.95,108.1,268283736,1661102,106.998369,111.33253004888014,1
NVDA,2024-09-11 04:00:00+00:00,109.39,117.19,107.42,116.91,441422370,2694547,112.543705,112.3466154945383,0
NVDA,2024-09-12 04:00:00+00:00,116.84,120.79,115.38,119.14,367100496,2375991,118.96318,113.58177631371314,1
NVDA,2024-09-13 04:00:00+00:00,119.08,119.955,117.6,119.1,238358328,1515679,118.98706,114.58508971121984,1
NVDA,2024-09-16 04:00:00+00:00,116.79,118.18,114.36,116.78,248772308,1550527,116.505547,114.98416430917986,1
NVDA,2024-09-17 04:00:00+00:00,118.17,118.8,114.83,115.59,231925876,1475546,116.551412,115.09431625296531,1
NVDA,2024-09-18 04:00:00+00:00,115.89,117.7,113.22,113.37,310318937,1857175,115.085913,114.78080420697162,1
NVDA,2024-09-19 04:00:00+00:00,117.35,119.66,117.25,117.87,293506438,1829283,118.608812,115.34247616934042,1
NVDA,2024-09-20 04:00:00+00:00,117.06,118.6181,115.3901,116,382462428,1540990,116.459964,115.46202595673306,1
NVDA,2024-09-23 04:00:00+00:00,116.55,116.99,114.86,116.26,206228490,1275979,115.977922,115.60711214641796,0
NVDA,2024-09-24 04:00:00+00:00,116.515,121.8,115.38,120.87,354966772,1971981,119.586687,116.56400084706922,0
NVDA,2024-09-25 04:00:00+00:00,122.02,124.94,121.61,123.51,284692948,1733184,123.632219,117.82690978396572,1
NVDA,2024-09-26 04:00:00+00:00,126.8,127.665,121.8,124.04,302582868,1833058,124.52539,118.9565625505174,1
NVDA,2024-09-27 04:00:00+00:00,123.97,124.03,119.26,121.4,271009175,1770388,121.082245,119.40082390496876,1
NVDA,2024-09-30 04:00:00+00:00,118.31,121.5,118.15,121.44,227053651,1416476,120.385174,119.77158319497444,1
NVDA,2024-10-01 04:00:00+00:00,121.765,122.4351,115.79,117,302094485,2009326,117.857374,119.26765897770636,1
NVDA,2024-10-02 04:00:00+00:00,116.44,119.38,115.14,118.85,221845887,1327167,118.183325,119.19172098175974,1
NVDA,2024-10-03 04:00:00+00:00,120.92,124.36,120.3401,122.85,277117973,1713953,122.681744,119.85686262143976,0
NVDA,2024-10-04 04:00:00+00:00,124.94,125.04,121.83,124.92,244465552,1511342,123.960099,120.77743305390528,0
NVDA,2024-10-07 04:00:00+00:00,124.99,130.64,124.95,127.72,346250233,2250022,128.228638,122.0397179531952,0
NVDA,2024-10-08 04:00:00+00:00,130.26,133.48,129.42,132.89,285722485,1852695,131.986307,124.0124965071597,1
NVDA,2024-10-09 04:00:00+00:00,134.11,134.52,131.38,132.65,246191612,1577938,132.700965,125.58295168767611,0
NVDA,2024-10-10 04:00:00+00:00,131.91,135,131,134.81,242311337,1536673,133.985325,127.26059683537136,1
NVDA,2024-10-11 04:00:00+00:00,134.01,135.78,133.66,134.8,170209474,1203774,134.866537,128.63139741075838,0
NVDA,2024-10-14 04:00:00+00:00,136.47,139.6,136.3,138.07,232347668,1590610,138.45187,130.34750697243868,1
NVDA,2024-10-15 04:00:00+00:00,137.87,138.57,128.74,131.6,377831021,2604627,132.37198,130.57523297744982,0
NVDA,2024-10-16 04:00:00+00:00,133.98,136.62,131.58,135.72,264879720,1616789,134.522385,131.51064516336805,1
NVDA,2024-10-17 04:00:00+00:00,139.34,140.89,136.87,136.93,306435921,1992541,138.972834,132.49598240639202,1
NVDA,2024-10-18 04:00:00+00:00,138.665,138.9,137.28,138,176090184,1081509,138.100201,133.4967128779571,0
NVDA,2024-10-21 04:00:00+00:00,138.13,143.71,138,143.71,264554514,1782070,141.494221,135.35367417287398,1
NVDA,2024-10-22 04:00:00+00:00,142.91,144.42,141.78,143.59,226311589,1502933,143.318116,136.85118795962416,1
NVDA,2024-10-23 04:00:00+00:00,142.03,142.43,137.46,139.56,285930038,1916981,139.661129,137.34369923969248,1
NVDA,2024-10-24 04:00:00+00:00,140.82,141.35,138.46,140.41,172354888,1226518,139.95535,137.9012084688393,1
NVDA,2024-10-25 04:00:00+00:00,140.93,144.13,140.8,141.54,205122109,1410935,142.594494,138.5628069290503,1
NVDA,2024-10-28 04:00:00+00:00,143,143.14,140.05,140.52,173586745,1258121,141.135508,138.91866021467752,1
NVDA,2024-10-29 04:00:00+00:00,140.285,142.2598,138.9,141.25,157593634,1163074,141.011574,139.34254017564524,1
NVDA,2024-10-30 04:00:00+00:00,139.54,140.33,136.81,139.335,179418082,1306261,139.300574,139.34116923461883,2
NVDA,2024-10-31 04:00:00+00:00,137.6,137.61,132.1106,132.76,270039641,1998937,133.663905,138.14459301014267,1
NVDA,2024-11-01 04:00:00+00:00,134.7,137.31,134.57,135.4,207127838,1423974,135.95656,137.64557609920763,1
NVDA,2024-11-04 05:00:00+00:00,137.21,138.96,135.57,136.05,187528173,1369192,137.404343,137.35547135389714,1
NVDA,2024-11-05 05:00:00+00:00,137.45,140.3701,137.33,139.91,160537373,1158212,139.354042,137.81993110773402,0
NVDA,2024-11-06 05:00:00+00:00,142.96,146.49,141.96,145.61,242043945,1849169,144.747946,139.2363072699642,0
NVDA,2024-11-07 05:00:00+00:00,146.39,148.93,146.17,148.88,207323303,1460795,148.061939,140.9897059481525,1
NVDA,2024-11-08 05:00:00+00:00,148.77,149.77,146.26,147.63,175422668,1363775,147.661376,142.1970321393975,1
NVDA,2024-11-11 05:00:00+00:00,148.68,148.85,143.57,145.26,182325620,1521436,145.468234,142.75393538677977,0
NVDA,2024-11-12 05:00:00+00:00,146.78,149.65,146.01,148.29,198634738,1464181,148.068907,143.76049258918343,1
NVDA,2024-11-13 05:00:00+00:00,149.07,149.33,145.9,146.27,191903267,1330924,147.158418,144.21676666387734,1
NVDA,2024-11-14 05:00:00+00:00,147.64,149,145.55,146.76,194463301,1304856,147.392811,144.67917272499054,1
NVDA,2024-11-15 05:00:00+00:00,144.87,145.24,140.08,141.98,249339480,1856240,142.299601,144.1884140477195,2
NVDA,2024-11-18 05:00:00+00:00,139.5,141.55,137.15,140.15,221865993,1762599,139.682541,143.45415694813414,1
AAPL,2023-11-20 05:00:00+00:00,189.89,191.905,189.88,191.45,46543084,554091,191.307534,152.18067386665518,1
AAPL,2023-11-21 05:00:00+00:00,191.41,191.52,189.74,190.64,38142232,450941,190.509559,159.1732786181724,1
